sample_id,source,raw_text,clean_text,token_count,char_count,sentiment_label,language,label_source,group_id
m2_0000577,reviews_metadata_csv,High rental yield with increasing neighborhood attractiveness.,high rental yield with increasing neighborhood attractiveness,7,61,positive,en,metadata_label,grp_d1861fc25ce6
m2_0000578,reviews_metadata_csv,Déficiences d’infrastructure réduisant l’intérêt d’investissement.,déficiences d infrastructure réduisant l intérêt d investissement,8,65,negative,fr,metadata_label,grp_5839f0f5c3a4
m2_0000579,reviews_metadata_csv,Stable environment with balanced supply and demand.,stable environment with balanced supply and demand,7,50,neutral,en,metadata_label,grp_0563a3dc6e24
m2_0000580,reviews_metadata_csv,Stable environment with balanced supply and demand.,stable environment with balanced supply and demand,7,50,neutral,en,metadata_label,grp_0563a3dc6e24
m2_0000581,reviews_metadata_csv,Infrastructure is acceptable but requires improvement in some areas.,infrastructure is acceptable but requires improvement in some areas,9,67,neutral,en,metadata_label,grp_d524c19395c0
m2_0000582,reviews_metadata_csv,Administrative and legal procedures lack transparency.,administrative and legal procedures lack transparency,6,53,negative,en,metadata_label,grp_896e0e4e8dcb
m2_0000583,reviews_metadata_csv,Zone résidentielle moyenne avec une demande modérée et prix stables.,zone résidentielle moyenne avec une demande modérée et prix stables,10,67,neutral,fr,metadata_label,grp_c8cf3b0b3e82
m2_0000584,reviews_metadata_csv,Environnement stable avec équilibre entre offre et demande.,environnement stable avec équilibre entre offre et demande,8,58,neutral,fr,metadata_label,grp_b4f934d7ff49
m2_0000585,reviews_metadata_csv,Infrastructure développée avec bon accès routier et services fiables.,infrastructure développée avec bon accès routier et services fiables,9,68,positive,fr,metadata_label,grp_5168f0b66e0c
m2_0000586,reviews_metadata_csv,Infrastructure deficiencies reduce the overall investment appeal.,infrastructure deficiencies reduce the overall investment appeal,7,64,negative,en,metadata_label,grp_5fd499604e7b
m2_0000587,reviews_metadata_csv,Infrastructure acceptable mais nécessitant des améliorations.,infrastructure acceptable mais nécessitant des améliorations,6,60,neutral,fr,metadata_label,grp_8138e481cbda
m2_0000588,reviews_metadata_csv,Rendement locatif élevé avec attractivité croissante du quartier.,rendement locatif élevé avec attractivité croissante du quartier,8,64,positive,fr,metadata_label,grp_538b925059fe
m2_0000589,reviews_metadata_csv,Zone résidentielle moyenne avec une demande modérée et prix stables.,zone résidentielle moyenne avec une demande modérée et prix stables,10,67,neutral,fr,metadata_label,grp_c8cf3b0b3e82
m2_0000590,reviews_metadata_csv,"Secure residential area close to schools, shops, and transport.",secure residential area close to schools shops and transport,9,60,positive,en,metadata_label,grp_016615fb9b0b
m2_0000591,reviews_metadata_csv,Environnement stable avec équilibre entre offre et demande.,environnement stable avec équilibre entre offre et demande,8,58,neutral,fr,metadata_label,grp_b4f934d7ff49
m2_0000592,reviews_metadata_csv,"Zone résidentielle sécurisée proche des écoles, commerces et transports.",zone résidentielle sécurisée proche des écoles commerces et transports,9,70,positive,fr,metadata_label,grp_b60fddad5102
m2_0000593,reviews_metadata_csv,Infrastructure acceptable mais nécessitant des améliorations.,infrastructure acceptable mais nécessitant des améliorations,6,60,neutral,fr,metadata_label,grp_8138e481cbda
m2_0000594,reviews_metadata_csv,Rendement locatif élevé avec attractivité croissante du quartier.,rendement locatif élevé avec attractivité croissante du quartier,8,64,positive,fr,metadata_label,grp_538b925059fe
m2_0000595,reviews_metadata_csv,Average residential zone with moderate demand and stable pricing.,average residential zone with moderate demand and stable pricing,9,64,neutral,en,metadata_label,grp_e9bebae659be
m2_0000596,reviews_metadata_csv,High rental yield with increasing neighborhood attractiveness.,high rental yield with increasing neighborhood attractiveness,7,61,positive,en,metadata_label,grp_d1861fc25ce6
m2_0000597,reviews_metadata_csv,Average residential zone with moderate demand and stable pricing.,average residential zone with moderate demand and stable pricing,9,64,neutral,en,metadata_label,grp_e9bebae659be
m2_0000598,reviews_metadata_csv,"Well-developed infrastructure, good road access, and reliable utilities.",well developed infrastructure good road access and reliable utilities,9,69,positive,en,metadata_label,grp_59435770ed71
m2_0000599,reviews_metadata_csv,Stable environment with balanced supply and demand.,stable environment with balanced supply and demand,7,50,neutral,en,metadata_label,grp_0563a3dc6e24
m2_0000600,reviews_metadata_csv,Les prix reflètent les conditions actuelles du marché sans forte croissance.,les prix reflètent les conditions actuelles du marché sans forte croissance,11,75,neutral,fr,metadata_label,grp_4b29487b4260
m2_0000601,reviews_metadata_csv,"Well-developed infrastructure, good road access, and reliable utilities.",well developed infrastructure good road access and reliable utilities,9,69,positive,en,metadata_label,grp_59435770ed71
m2_0000602,reviews_metadata_csv,Infrastructure is acceptable but requires improvement in some areas.,infrastructure is acceptable but requires improvement in some areas,9,67,neutral,en,metadata_label,grp_d524c19395c0
m2_0000603,reviews_metadata_csv,Déficiences d’infrastructure réduisant l’intérêt d’investissement.,déficiences d infrastructure réduisant l intérêt d investissement,8,65,negative,fr,metadata_label,grp_5839f0f5c3a4
m2_0000604,reviews_metadata_csv,Excellent investment potential with stable market demand and strong resale value.,excellent investment potential with stable market demand and strong resale value,11,80,positive,en,metadata_label,grp_94de22fc40bd
m2_0000605,reviews_metadata_csv,Stable environment with balanced supply and demand.,stable environment with balanced supply and demand,7,50,neutral,en,metadata_label,grp_0563a3dc6e24
m2_0000606,reviews_metadata_csv,"Secure residential area close to schools, shops, and transport.",secure residential area close to schools shops and transport,9,60,positive,en,metadata_label,grp_016615fb9b0b
m2_0000607,reviews_metadata_csv,Rendement locatif élevé avec attractivité croissante du quartier.,rendement locatif élevé avec attractivité croissante du quartier,8,64,positive,fr,metadata_label,grp_538b925059fe
m2_0000608,reviews_metadata_csv,"Secure residential area close to schools, shops, and transport.",secure residential area close to schools shops and transport,9,60,positive,en,metadata_label,grp_016615fb9b0b
m2_0000609,reviews_metadata_csv,"Zone résidentielle sécurisée proche des écoles, commerces et transports.",zone résidentielle sécurisée proche des écoles commerces et transports,9,70,positive,fr,metadata_label,grp_b60fddad5102
m2_0000610,reviews_metadata_csv,Procédures administratives et juridiques manquant de transparence.,procédures administratives et juridiques manquant de transparence,7,65,negative,fr,metadata_label,grp_3f139ac3e94d
m2_0000611,reviews_metadata_csv,"Well-developed infrastructure, good road access, and reliable utilities.",well developed infrastructure good road access and reliable utilities,9,69,positive,en,metadata_label,grp_59435770ed71
m2_0000612,reviews_metadata_csv,"Zone résidentielle sécurisée proche des écoles, commerces et transports.",zone résidentielle sécurisée proche des écoles commerces et transports,9,70,positive,fr,metadata_label,grp_b60fddad5102
m2_0000613,reviews_metadata_csv,Rendement locatif élevé avec attractivité croissante du quartier.,rendement locatif élevé avec attractivité croissante du quartier,8,64,positive,fr,metadata_label,grp_538b925059fe
m2_0000614,reviews_metadata_csv,Infrastructure acceptable mais nécessitant des améliorations.,infrastructure acceptable mais nécessitant des améliorations,6,60,neutral,fr,metadata_label,grp_8138e481cbda
m2_0000615,reviews_metadata_csv,Rendement locatif élevé avec attractivité croissante du quartier.,rendement locatif élevé avec attractivité croissante du quartier,8,64,positive,fr,metadata_label,grp_538b925059fe
m2_0000616,reviews_metadata_csv,"Zone résidentielle sécurisée proche des écoles, commerces et transports.",zone résidentielle sécurisée proche des écoles commerces et transports,9,70,positive,fr,metadata_label,grp_b60fddad5102
m2_0000617,reviews_metadata_csv,Average residential zone with moderate demand and stable pricing.,average residential zone with moderate demand and stable pricing,9,64,neutral,en,metadata_label,grp_e9bebae659be
m2_0000618,reviews_metadata_csv,Excellent investment potential with stable market demand and strong resale value.,excellent investment potential with stable market demand and strong resale value,11,80,positive,en,metadata_label,grp_94de22fc40bd
m2_0000619,reviews_metadata_csv,High rental yield with increasing neighborhood attractiveness.,high rental yield with increasing neighborhood attractiveness,7,61,positive,en,metadata_label,grp_d1861fc25ce6
m2_0000620,reviews_metadata_csv,Déficiences d’infrastructure réduisant l’intérêt d’investissement.,déficiences d infrastructure réduisant l intérêt d investissement,8,65,negative,fr,metadata_label,grp_5839f0f5c3a4
m2_0000621,reviews_metadata_csv,Les prix reflètent les conditions actuelles du marché sans forte croissance.,les prix reflètent les conditions actuelles du marché sans forte croissance,11,75,neutral,fr,metadata_label,grp_4b29487b4260
m2_0000622,reviews_metadata_csv,"Well-developed infrastructure, good road access, and reliable utilities.",well developed infrastructure good road access and reliable utilities,9,69,positive,en,metadata_label,grp_59435770ed71
m2_0000623,reviews_metadata_csv,Rendement locatif élevé avec attractivité croissante du quartier.,rendement locatif élevé avec attractivité croissante du quartier,8,64,positive,fr,metadata_label,grp_538b925059fe
m2_0000624,reviews_metadata_csv,Average residential zone with moderate demand and stable pricing.,average residential zone with moderate demand and stable pricing,9,64,neutral,en,metadata_label,grp_e9bebae659be
m2_0000625,reviews_metadata_csv,Average residential zone with moderate demand and stable pricing.,average residential zone with moderate demand and stable pricing,9,64,neutral,en,metadata_label,grp_e9bebae659be
m2_0000626,reviews_metadata_csv,Overpriced compared to similar listings in nearby districts.,overpriced compared to similar listings in nearby districts,8,59,negative,en,metadata_label,grp_bc5e8308a3e3
m2_0000627,reviews_metadata_csv,Excellent potentiel d’investissement avec une demande stable et bonne valeur de revente.,excellent potentiel d investissement avec une demande stable et bonne valeur de revente,13,87,positive,fr,metadata_label,grp_d101ba7e8ebd
m2_0000628,reviews_metadata_csv,Excellent investment potential with stable market demand and strong resale value.,excellent investment potential with stable market demand and strong resale value,11,80,positive,en,metadata_label,grp_94de22fc40bd
